id,keyword,type,createdBy,createdById,createdAt,updatedBy,updatedById,updatedAt
585233357fa7c0de03a80faa,PASSWORD,NEGATIVE,Admin User,5785ee389675708b7c6b62cc,2016-12-15 6:07:49 am,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-02-01 6:09:23 am
57d006ee8f5248094b8a9a7d,Payment,POSITIVE,Admin User,5785ee389675708b7c6b62cc,2016-09-07 12:24:14 pm,Admin User,5785ee389675708b7c6b62cc,2016-09-07 12:24:14 pm
58bffaeabdeac5b071096bdc,RBLBNK,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:36:58 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:36:58 pm
58aeb3885bf1c3180e40e035,RECHARGE,POSITIVE,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-02-23 10:03:52 am,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-02-23 10:03:52 am
58bffa0ebdeac5b071096bc4,RM-BOBIND,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:33:18 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:33:18 pm
58bff9dbbdeac5b071096bc0,RM-BOBTXN,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:32:27 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:32:27 pm
58bffa56bdeac5b071096bcc,RM-UNIONB,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:34:30 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:34:30 pm
58bffaccbdeac5b071096bd9,RM-YESBANK,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:36:28 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:36:28 pm
58917d4756999109118c8f1b,RTGS,POSITIVE,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-02-01 6:16:39 am,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-02-01 6:16:39 am
57d006e48f5248094b8a9a7c,Rs,POSITIVE,Admin User,5785ee389675708b7c6b62cc,2016-09-07 12:24:04 pm,Admin User,5785ee389675708b7c6b62cc,2016-09-07 12:24:04 pm
58bff8c5bdeac5b071096ba4,SCIND,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:27:49 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:27:49 pm
591445c5c9887a7c22f7398c,Special,NEGATIVE,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-05-11 11:06:45 am,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-05-11 11:06:45 am
58bff836bdeac5b071096b96,TM-IDBI,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:25:26 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:25:26 pm
58bff982bdeac5b071096bb6,TM-SBIACS,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:30:58 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:30:58 pm
58bffa5ebdeac5b071096bcd,TM-UNIONB,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:34:38 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:34:38 pm
5852332d7fa7c0de03a80fa9,TRUECALLER,NEGATIVE,Admin User,5785ee389675708b7c6b62cc,2016-12-15 6:07:41 am,Admin User,5785ee389675708b7c6b62cc,2016-12-15 6:07:41 am
59144570c9887a7c22f7398a,Toll free,NEGATIVE,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-05-11 11:05:20 am,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-05-11 11:05:20 am
59144566c9887a7c22f73989,Tollfree,NEGATIVE,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-05-11 11:05:10 am,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-05-11 11:05:10 am
579726559339b3e153b4c843,Transaction,POSITIVE,Admin User,5785ee389675708b7c6b62cc,2016-07-26 8:59:01 am,Admin User,5785ee389675708b7c6b62cc,2016-07-26 8:59:01 am
58bffa45bdeac5b071096bca,UNIONB,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:34:13 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:34:13 pm
5821cb7a2d3e21ca454fe920,USD,POSITIVE,Admin User,5785ee389675708b7c6b62cc,2016-11-08 12:56:26 pm,Admin User,5785ee389675708b7c6b62cc,2016-11-08 12:56:26 pm
58bff99cbdeac5b071096bb9,VK-AMEX,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:31:24 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:31:24 pm
58bff9bdbdeac5b071096bbd,VK-AMEXINDIA,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:31:57 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:31:57 pm
58bff7dbbdeac5b071096b8d,VK-AXIS,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:23:55 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:23:55 pm
58bff7eebdeac5b071096b8f,VK-AXISB,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:24:14 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:24:14 pm
58bff805bdeac5b071096b91,VK-AXISBK,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:24:37 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:24:37 pm
58bffa31bdeac5b071096bc8,VK-BOBRWD,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:33:53 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:33:53 pm
58bffa89bdeac5b071096bd2,VK-BOIIND,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:35:21 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:35:21 pm
58bff8a1bdeac5b071096ba0,VK-FROMSC,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:27:13 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:27:13 pm
58bff667bdeac5b071096b77,VK-HDFC,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:17:43 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:19:17 pm
58bff71fbdeac5b071096b7d,VK-HDFCBK,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:20:47 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:20:47 pm
58bff8e7bdeac5b071096ba8,VK-HSBC,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:28:23 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:28:23 pm
58bff901bdeac5b071096bab,VK-HSBCIN,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:28:49 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:28:49 pm
58bff8debdeac5b071096ba7,VK-HSBCINHSBC,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:28:14 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:28:14 pm
58bff788bdeac5b071096b85,VK-ICICI,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:22:32 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:22:32 pm
58bff76bbdeac5b071096b82,VK-ICICIB,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:22:03 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:22:03 pm
58bff82cbdeac5b071096b95,VK-IDBI,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:25:16 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:25:16 pm
58bff872bdeac5b071096b9b,VK-KOTAK,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:26:26 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:26:26 pm
58bff886bdeac5b071096b9d,VK-KOTAKB,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:26:46 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:26:46 pm
58bffae2bdeac5b071096bdb,VK-RBLBNK,VALID SENDER,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:36:50 pm,Sudipto Mahindar,5785eeb69675708b7c6b62ce,2017-03-08 12:36:50 pm
5852446d1a328cfc06ee12ba,VK-SBI,VALID SENDER,Admin User,5785ee389675708b7c6b62cc,2016-12-15 7:21:17 am,Admin User,5785ee389675708b7c6b62cc,2016-12-15 7:21:17 am
